4.,4.,4.,4.,4.,4.,23.,23.,23.,4.,4.,4.,4.,4.,4.
4.,4.,4.,4.,4.,4.,23.,23.,23.,4.,4.,4.,4.,4.,4.
4.,4.,4.,4.,4.,4.,23.,23.,23.,4.,4.,4.,4.,4.,4.
4.,4.,4.,4.,4.,4.,23.,23.,23.,4.,4.,4.,4.,4.,4.
4.,4.,4.,4.,4.,4.,23.,23.,23.,4.,4.,4.,4.,4.,4.
4.,4.,4.,4.,4.,4.,23.,23.,23.,4.,4.,4.,4.,4.,4.
4.,4.,4.,4.,4.,4.,23.,23.,23.,4.,4.,4.,4.,4.,4.
4.,4.,4.,4.,4.,4.,23.,23.,23.,4.,4.,4.,4.,4.,4.
4.,4.,4.,4.,4.,4.,23.,23.,23.,4.,4.,4.,4.,4.,4.
4.,4.,4.,4.,4.,4.,23.,23.,23.,4.,4.,4.,4.,4.,4.
4.,4.,1.,23.,23.,23.,23.,23.,23.,23.,23.,23.,1.,4.,4.
4.,4.,23.,23.,23.,23.,23.,23.,23.,23.,23.,23.,23.,4.,4.
4.,4.,23.,23.,23.,23.,23.,23.,23.,23.,23.,23.,23.,4.,4.
4.,4.,1.,23.,23.,23.,23.,23.,23.,23.,23.,23.,1.,4.,4.
4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.
