6.,6.,6.,6.,6.,6.,6.,6.,6.,6.,6.,6.,6.,6.,6.
6.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,6.
6.,0.,7.,7.,7.,7.,7.,7.,7.,7.,7.,7.,0.,0.,6.
6.,0.,7.,7.,7.,7.,7.,7.,7.,7.,7.,7.,0.,0.,6.
6.,0.,7.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,6.
6.,0.,7.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,6.
0.,0.,23.,23.,24.,23.,23.,24.,23.,23.,24.,23.,23.,0.,0.
0.,0.,24.,23.,23.,24.,23.,23.,24.,23.,23.,24.,23.,0.,0.
0.,0.,23.,24.,23.,23.,24.,23.,23.,24.,23.,23.,24.,0.,0.
6.,0.,26.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,6.
6.,0.,26.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,6.
6.,0.,26.,26.,26.,26.,26.,26.,26.,26.,26.,26.,0.,0.,6.
6.,0.,26.,26.,26.,26.,26.,26.,26.,26.,26.,26.,0.,0.,6.
6.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,6.
6.,6.,6.,6.,6.,6.,6.,6.,6.,6.,6.,6.,6.,6.,6.
