4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.
4.,0.,0.S1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,4.
4.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,4.
4.,0.,4.,0.,0.,3.,0.,0.,0.,3.,0.,0.,4.,0.,4.
4.,0.,4.,0.,0.,3.,0.,0.,0.,3.,0.,0.,4.,0.,4.
4.,0.,4.,0.,0.,3.,0.,0.,0.,3.,0.S3,0.,4.,0.,4.
0.,0.,4.,0.,0.,3.,0.,0.,0.,3.,0.,0.,4.,0.,0.
0.,0.,4.,0.,0.,3.,0.,0.,0.,3.,0.,0.,4.,0.,0.
0.,0.,4.,0.,0.,3.,0.,0.,0.,3.,0.,0.,4.,0.,0.
4.,0.,4.,0.,0.,3.,0.,0.,0.,3.,0.,0.,4.,0.,4.
4.,0.,4.,0.S2,0.,3.,0.,0.,0.,3.,0.,0.,4.,0.,4.
4.,0.,4.,0.,0.,3.,0.S4,0.,0.,3.,0.,0.,4.,0.,4.
4.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,4.
4.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,4.
4.,4.,4.,4.,4.,3.,0.,0.,0.,3.,4.,4.,4.,4.,4.
