4.,4.,4.,4.,4.,5.,0.,0.,0.,5.,4.,4.,4.,4.,4.
4.,0.,0.,0.,0.,4.,0.,0.,0.,4.,0.,0.,0.,0.,4.
4.,0.,11.,14.,0.,4.,0.,0.,0.,4.,0.,18.,11.,0.,4.
4.,0.,11.,14.,0.,4.,0.,0.,0.,4.,0.,18.,11.,0.,4.
4.,0.,11.,14.,0.,4.,0.,0.,0.,4.,0.,18.,11.,0.,4.
4.,0.,11.,14.,0.,4.,0.,0.,0.,4.,0.,18.,11.,0.,4.
0.,0.,11.,14.,0.,4.,0.,0.,0.,4.,0.,18.,11.,0.,0.
0.,0.,11.,14.,0.,4.,0.,0.,0.,4.,0.,18.,11.,0.,0.
0.,0.,11.,14.,0.,4.,0.,0.,0.,4.,0.,18.,11.,0.,0.
4.,0.,11.,14.,0.,4.,0.,0.,0.,4.,0.,18.,11.,0.,4.
4.,0.,11.,14.,0.,4.,0.,0.,0.,4.,0.,18.,11.,0.,4.
4.,0.,11.,14.,0.,4.,0.,0.,0.,4.,0.,18.,11.,0.,4.
4.,0.,11.,14.,0.,4.,0.,0.,0.,4.,0.,18.,11.,0.,4.
4.,0.,0.,0.,0.,4.,0.,0.,0.,4.,0.,0.,0.,0.,4.
4.,4.,4.,4.,4.,5.,0.,0.,0.,5.,4.,4.,4.,4.,4.
